mpx5500_pressure_hpa,rh_temp_c,humidity_pct,lpl_signal,mpl_signal,spl_signal,ch4_conc_mol_m3,co2_conc_mol_m3
2058.65,24.95,57.77,38060686,1080293,1662490,243.8081661766604,54011.589477322384
2009.78,24.98,57.77,38060296,1079380,1664335,239.905030991795,53146.9156701018
2042.36,24.99,57.85,38053008,1078902,1663961,242.48263183304118,53717.93968729125
2058.65,25.0,58.01,38053008,1078009,1663176,243.7672793468471,54002.531689383875
2064.08,25.0,58.01,38056592,1077688,1666155,244.19820615389003,54097.99625958991
2080.37,25.01,58.23,38056592,1076790,1665472,245.48275304313736,54382.56597000776
2020.64,25.02,58.04,38056592,1077031,1664982,240.73464313855703,53330.70225690482
2085.8,25.02,58.15,38047996,1077436,1665464,245.905417965797,54476.20025899468
2096.67,25.03,58.32,38047862,1077384,1665464,246.75973151399626,54665.45902490828
2064.08,25.03,58.22,38047862,1078916,1665464,244.1736372821192,54092.55344019293
2064.08,25.03,58.24,38052874,1078253,1665464,244.1736372821192,54092.55344019293
2080.37,25.03,58.24,38047435,1078119,1663171,245.46628763613202,54378.918336633964
2042.36,25.02,58.37,38044038,1078681,1663961,242.45823474763696,53712.53492426809
2064.08,25.02,58.27,38048868,1079378,1663453,244.181826356717,54094.36759163139
2140.11,25.02,58.29,38048107,1079071,1663987,250.2151905389616,55430.95772513189
2085.8,25.02,58.43,38048107,1078990,1664091,245.905417965797,54476.20025899468
2069.51,25.02,58.43,38042702,1078650,1663020,244.612724258987,54189.82575847221
2047.79,25.02,58.43,38042702,1078653,1663020,242.88913264990703,53807.993091108925
2074.94,25.02,58.61,38045638,1078539,1663064,245.043622161257,54285.28392531303
2080.37,25.01,58.61,38045638,1078456,1662504,245.48275304313736,54382.56597000776
2047.79,25.01,58.71,38047974,1078840,1663102,242.89727891810693,53809.797759511486
2064.08,25.01,58.72,38047974,1078612,1663124,244.19001598062215,54096.18186475962
2064.08,25.01,58.63,38047974,1078177,1662975,244.19001598062215,54096.18186475962
2069.51,25.01,58.72,38036888,1078084,1662975,244.6209283347939,54191.64323317567
2031.5,25.01,58.78,38041134,1079506,1663170,241.60454185559172,53523.41365426336
2047.79,25.01,58.82,38040902,1078591,1662633,242.89727891810693,53809.797759511486
2085.8,25.0,58.82,38040902,1078591,1662633,245.9219133820617,54479.85454041403
2026.07,25.0,58.82,38040902,1077278,1662633,241.18171850458958,53429.74426814769
2102.1,25.0,58.99,38031367,1077926,1662236,247.21548740688664,54766.42406055368
2053.22,25.0,59.0,38031367,1077729,1662236,243.33635253980418,53907.067119177846
2058.65,25.0,59.05,38035355,1077729,1662236,243.7672793468471,54002.531689383875
2053.22,25.0,59.06,38035355,1076630,1662615,243.33635253980418,53907.067119177846
2053.22,24.99,59.21,38037116,1077088,1661710,243.34451435480852,53908.87523171287
2074.94,25.0,59.09,38029678,1076551,1661517,245.06005976797584,54288.925400001965
2074.94,25.0,59.16,38032169,1076551,1661517,245.06005976797584,54288.925400001965
2064.08,24.99,59.16,38029740,1076283,1661590,244.20639687657575,54099.810776134465
2091.23,24.99,59.1,38028888,1076179,1661590,246.36110318099392,54577.149637188464
2026.07,24.99,59.24,38037023,1076382,1661729,241.18980805039033,53431.53637065886
2069.51,24.99,59.24,38034299,1076414,1661814,244.63733813745938,54195.27854834526
2080.37,24.99,59.24,38034299,1075415,1661826,245.49922065922667,54386.214092766866
2074.94,24.99,59.24,38027619,1075723,1661938,245.06827939834304,54290.74632055607
2069.51,24.99,59.4,38031955,1075309,1662168,244.63733813745938,54195.27854834526
2058.65,24.99,59.39,38035257,1075164,1662168,243.77545561569212,54004.34300392366
2118.39,24.99,59.51,38035257,1074812,1662007,248.51660311572678,55054.664313660905
2069.51,24.99,59.49,38030589,1075033,1662244,244.63733813745938,54195.27854834526
2096.67,24.99,59.49,38030589,1075033,1661969,246.79283807219227,54672.7932248177
2074.94,24.99,59.54,38027330,1074992,1661234,245.06827939834304,54290.74632055607
2064.08,24.99,59.5,38025366,1074732,1661541,244.20639687657575,54099.810776134465
2053.22,24.99,59.66,38028307,1075227,1661849,243.34451435480852,53908.87523171287
2058.65,24.99,59.67,38027033,1074896,1661849,243.77545561569212,54004.34300392366
2091.23,24.99,59.72,38029275,1074306,1661576,246.36110318099392,54577.149637188464
2080.37,24.99,59.71,38032131,1074582,1661307,245.49922065922667,54386.214092766866
2074.94,24.99,59.66,38027440,1074148,1661480,245.06827939834304,54290.74632055607
2074.94,24.99,59.83,38029369,1075254,1662149,245.06827939834304,54290.74632055607
2091.23,24.99,59.8,38027511,1074846,1661644,246.36110318099392,54577.149637188464
2107.53,24.99,59.91,38029247,1074582,1660976,247.65472059395952,54863.72876923931
2085.8,24.98,59.91,38023303,1074595,1660974,245.9384110115107,54483.50931212707
2150.97,24.98,59.74,38018536,1073705,1660005,251.11067325677345,55629.336826607294
2053.22,24.98,59.74,38018536,1073304,1660005,243.35267671734684,53910.68346554481
2085.8,24.98,59.91,38019351,1072929,1661002,245.9384110115107,54483.50931212707
2064.08,24.98,59.98,38022793,1072929,1661002,244.21458814873478,54101.625414405564
2069.51,24.98,60.0,38016074,1073085,1661002,244.6455438644288,54197.09638883594
2102.1,24.98,59.89,38028705,1072688,1660221,247.2320718155276,54770.0980567339
2085.8,24.98,59.93,38024936,1072637,1662031,245.9384110115107,54483.50931212707
2053.22,24.98,59.98,38024936,1073057,1661256,243.35267671734684,53910.68346554481
2112.96,24.98,60.14,38024936,1072076,1661563,248.09398324691557,54961.04000559465
2096.67,24.98,60.07,38019279,1071990,1661545,246.80111609983365,54674.62708230353
2064.08,24.98,60.08,38017461,1072155,1660945,244.21458814873478,54101.625414405564
2085.8,24.98,60.07,38024627,1072985,1660432,245.9384110115107,54483.50931212707
2091.23,24.98,60.18,38023206,1072869,1660609,246.3693667272047,54578.980286557446
2096.67,24.98,60.08,38015789,1072420,1659919,246.80111609983365,54674.62708230353
2091.23,24.98,60.08,38022987,1072412,1660061,246.3693667272047,54578.980286557446
2085.8,24.98,60.07,38018367,1072069,1660506,245.9384110115107,54483.50931212707
2102.1,24.98,60.01,38026180,1072033,1661097,247.2320718155276,54770.0980567339
2107.53,24.98,60.13,38019081,1071291,1660382,247.66302753122162,54865.56903116428
2069.51,24.98,60.28,38017994,1071209,1660445,244.6455438644288,54197.09638883594
2107.53,24.98,60.33,38019427,1071209,1660506,247.66302753122162,54865.56903116428
2096.67,24.98,60.33,38022399,1070783,1660592,246.80111609983365,54674.62708230353
2085.8,24.98,60.36,38024270,1071340,1660639,245.9384110115107,54483.50931212707
2091.23,24.98,60.49,38019010,1071199,1660315,246.3693667272047,54578.980286557446
2134.68,24.98,60.49,38017871,1071157,1660315,249.81780610969147,55342.92390331616
2096.67,24.98,60.46,38017511,1070856,1660089,246.80111609983365,54674.62708230353
2102.1,24.98,60.28,38018213,1070773,1660823,247.2320718155276,54770.0980567339
2107.53,24.98,60.28,38018761,1070643,1660823,247.66302753122162,54865.56903116428
2091.23,24.98,60.39,38012171,1069962,1659311,246.3693667272047,54578.980286557446
2080.37,24.98,60.39,38020986,1071014,1658997,245.50745529581673,54388.03833769669
2091.23,24.98,60.48,38019525,1071014,1658997,246.3693667272047,54578.980286557446
2074.94,24.98,60.53,38012428,1070513,1658997,245.07649958012274,54292.56736326632
2053.22,24.98,60.43,38012326,1070545,1659952,243.35267671734684,53910.68346554481
2064.08,24.98,60.43,38010560,1070308,1659190,244.21458814873478,54101.625414405564
2085.8,24.98,60.51,38011866,1070600,1659570,245.9384110115107,54483.50931212707
2080.37,24.98,60.5,38011963,1070441,1659813,245.50745529581673,54388.03833769669
2074.94,24.98,60.53,38011541,1070623,1658538,245.07649958012274,54292.56736326632
2085.8,24.98,60.56,38016998,1070401,1659364,245.9384110115107,54483.50931212707
2053.22,24.98,60.63,38013257,1070610,1659554,243.35267671734684,53910.68346554481
2069.51,24.98,60.63,38014732,1070164,1659554,244.6455438644288,54197.09638883594
2080.37,24.97,60.78,38014732,1070678,1659554,245.51569048484447,54389.86270500977
2074.94,24.97,60.78,38015645,1070320,1660436,245.0847203133704,54294.38852814499
2074.94,24.97,60.78,38015645,1070393,1659672,245.0847203133704,54294.38852814499
2074.94,24.97,60.78,38014369,1070914,1660177,245.0847203133704,54294.38852814499
2107.53,24.97,60.78,38009303,1070132,1659282,247.6713350257718,54867.409416547045
2074.94,24.97,60.88,38005218,1070339,1659750,245.0847203133704,54294.38852814499
2085.8,24.97,60.89,38007226,1070339,1659750,245.94666065631853,54485.33688187455
2074.94,24.96,61.04,38019997,1070815,1659902,245.0929415981416,54296.20981520441
2047.79,24.97,60.9,38007340,1069896,1659902,242.92986945600015,53817.0176438211
2107.53,24.96,61.09,38007340,1070375,1659647,247.67964307766627,54869.24992540004
2085.8,24.96,61.19,38014029,1069814,1660146,245.95491085458954,54487.16457423247
2118.39,24.96,61.19,38011328,1069609,1659604,248.5416123341142,55060.20468442811
2053.22,24.96,61.14,38015334,1068979,1657601,243.36900308524574,53914.30029714828
2107.53,24.96,61.14,38019869,1069281,1659919,247.67964307766627,54869.24992540004
2080.37,24.96,61.25,38013926,1069272,1658575,245.52392622636557,54391.68719471844
2080.37,24.96,61.25,38014526,1069056,1659446,245.52392622636557,54391.68719471844
2069.51,24.96,61.25,38007976,1068508,1659446,244.66195696991764,54200.73243569037
2080.37,24.96,61.27,38008026,1068964,1659446,245.52392622636557,54391.68719471844
2102.1,24.96,61.23,38009337,1068204,1659315,247.2486584494423,54773.77254588601
2080.37,24.96,61.26,38013475,1068223,1660356,245.52392622636557,54391.68719471844
2069.51,24.95,61.3,38010590,1068336,1658950,244.67016434854798,54202.5506420787
2091.23,24.95,61.32,38011560,1068295,1659597,246.39416069232317,54584.47297159132
2129.25,24.95,61.4,38008711,1068038,1659675,249.41194803073628,55253.01288724831
2123.82,24.95,61.38,38008673,1068086,1658611,248.9809489447925,55157.532304870154
2107.53,24.95,61.45,38012615,1067849,1658700,247.6879516869611,54871.09055773569
2085.8,24.95,61.47,38008967,1067260,1659205,245.96316160637937,54488.99238921316
2102.1,24.95,61.43,38008320,1067200,1659215,247.2569526010173,54775.60997535753
2074.94,24.95,61.43,38007656,1066999,1658935,245.10116343449175,54298.03122445685
2118.39,24.95,61.49,38000697,1067050,1658678,248.5499498588487,55062.051722492
2102.1,24.95,61.49,38000697,1067017,1659818,247.2569526010173,54775.60997535753
2080.37,24.95,61.39,38000726,1067466,1659393,245.53216252043558,54393.511806835006
2085.8,24.95,61.45,38008306,1067374,1658915,245.96316160637937,54488.99238921316
2107.53,24.96,61.58,38003516,1068129,1657981,247.67964307766627,54869.24992540004
2091.23,24.96,61.61,38004934,1068129,1657981,246.38589548281348,54582.6419537465
2069.51,24.96,61.61,38007165,1068395,1657981,244.66195696991764,54200.73243569037
2096.67,24.96,61.57,38007901,1068095,1658725,246.81767382121836,54678.29516637198
2107.53,24.96,61.69,38013042,1068224,1660135,247.67964307766627,54869.24992540004
2091.23,24.96,61.63,38006008,1067319,1658766,246.38589548281348,54582.6419537465
2064.08,24.96,61.69,38007220,1067015,1658766,244.23097234169367,54105.25505617634
2118.39,24.96,61.65,38008925,1066934,1658681,248.5416123341142,55060.20468442811
2096.67,24.96,61.56,38008556,1066696,1658681,246.81767382121836,54678.29516637198
2102.1,24.96,61.68,38012528,1066744,1659114,247.2486584494423,54773.77254588601
2053.22,24.95,61.75,38007429,1066853,1658888,243.37716709071657,53916.10889494423
2134.68,24.95,61.75,38007429,1066055,1657751,249.84294711668005,55348.49346962646
2107.53,24.96,61.68,37998578,1065847,1658457,247.67964307766627,54869.24992540004
2091.23,24.96,61.74,38008128,1066830,1659230,246.38589548281348,54582.6419537465
2112.96,24.95,61.87,38010616,1065943,1659239,248.11895077290487,54966.57114011384
2096.67,24.96,61.87,38010616,1065597,1658428,246.81767382121836,54678.29516637198
2107.53,24.96,61.87,38003034,1065462,1659048,247.67964307766627,54869.24992540004
2102.1,24.96,61.82,38005244,1065689,1658981,247.2486584494423,54773.77254588601
2096.67,24.96,61.82,37998696,1065584,1659225,246.81767382121836,54678.29516637198
2161.83,24.96,61.89,38005002,1065481,1659320,251.98948935990592,55824.02372054036
2096.67,24.96,61.97,38005805,1065206,1659117,246.81767382121836,54678.29516637198
2112.96,24.95,62.05,38004499,1065250,1658535,248.11895077290487,54966.57114011384
2178.13,24.95,62.04,38001461,1065504,1659542,253.29173354103702,56112.513967661616
2058.65,24.95,61.97,37999549,1065554,1658146,243.8081661766604,54011.589477322384
2102.1,24.95,61.99,38005693,1065529,1658541,247.2569526010173,54775.60997535753
2112.96,24.95,62.03,38001938,1065693,1659038,248.11895077290487,54966.57114011384
2080.37,24.95,62.01,38005433,1065288,1659038,245.53216252043558,54393.511806835006
2112.96,24.95,61.97,37997184,1064462,1658311,248.11895077290487,54966.57114011384
2118.39,24.95,62.03,37993698,1064392,1658346,248.5499498588487,55062.051722492
2069.51,24.95,62.01,37993780,1064522,1658483,244.67016434854798,54202.5506420787
2140.11,24.95,62.01,37997678,1064522,1658574,250.27394620262388,55443.97405200462
2102.1,24.95,62.11,37997678,1064611,1657772,247.2569526010173,54775.60997535753
2102.1,24.95,62.11,38003108,1064620,1659007,247.2569526010173,54775.60997535753
2112.96,24.95,62.13,37999572,1064207,1658664,248.11895077290487,54966.57114011384
2102.1,24.95,62.17,38001121,1064148,1658928,247.2569526010173,54775.60997535753
2123.82,24.95,62.23,38001557,1063751,1658282,248.9809489447925,55157.532304870154
2150.97,24.95,62.27,37998065,1063751,1658365,251.13594437451147,55634.935216760925
2161.83,24.95,62.33,37997621,1063241,1658374,251.9979425463991,55825.89638151724
2091.23,24.95,62.31,38001668,1063283,1659527,246.39416069232317,54584.47297159132
2064.08,24.95,62.41,37994657,1063639,1659126,244.2391652626042,54107.07005970054
2134.68,24.95,62.31,37995707,1064012,1657428,249.84294711668005,55348.49346962646
2112.96,24.95,62.3,37995707,1064325,1658394,248.11895077290487,54966.57114011384
2080.37,24.96,62.22,37995707,1064084,1658401,245.52392622636557,54391.68719471844
2069.51,24.96,62.17,37998014,1064919,1658125,244.66195696991764,54200.73243569037
2074.94,24.95,62.17,37997821,1065217,1658125,245.10116343449175,54298.03122445685
2058.65,24.94,62.15,37992146,1066563,1656962,243.8163451885754,54013.401399543094
2042.36,24.94,62.1,37993704,1066899,1656960,242.52330455467444,53726.95004317157
2047.79,24.94,62.08,38001592,1067156,1656520,242.95431809930813,53822.43382862875
2053.22,24.93,62.04,37991703,1067984,1656588,243.39349674497655,53919.726454585594
2047.79,24.93,62.08,37994015,1068666,1656588,242.96246874068294,53824.2394658345
2009.78,24.93,62.1,38005629,1068723,1656588,239.9452727106275,53155.83054457679
2026.07,24.92,62.19,37989929,1068433,1655983,241.24645006925678,53444.08445515561
2009.78,24.91,62.01,37989352,1068858,1655157,239.96137317850042,53159.397331837376
2085.8,24.91,62.01,37997162,1069694,1655098,245.99617014984125,54496.30487561042
1998.91,24.91,62.14,37989064,1069127,1655339,239.0984654821248,52968.234677262095
2026.07,24.9,62.21,37990241,1069496,1654888,241.26263839001302,53447.670704741606
2004.34,24.9,62.27,37992732,1070037,1654711,239.53755896367045,53065.508436543096
2009.78,24.9,62.07,37988386,1069647,1653909,239.9694242227272,53161.18090497383
1982.62,24.9,62.07,37988386,1069705,1653909,237.81327340728933,52683.52203685273
1846.86,24.89,62.14,37997342,1070337,1654989,227.04331243492285,50297.61872668736
1960.9,24.89,62.14,37991663,1069844,1654989,236.09690923689172,52303.29048670059
1971.76,24.89,62.25,37991663,1069765,1654396,236.95908094216517,52494.290094853386
1960.9,24.88,62.34,37986775,1070249,1653279,236.10483115445828,52305.045454002095
1977.19,24.88,62.3,37986740,1070851,1654008,237.39813210590458,52591.55447933775
1977.19,24.88,62.38,37987643,1070269,1653611,237.39813210590458,52591.55447933775
1955.47,24.88,62.37,37984936,1070754,1653139,235.67373083730953,52209.54244555688
1922.88,24.88,62.28,37986959,1070056,1654014,233.08633501118095,51636.348514575366
1922.88,24.88,62.25,37992282,1070663,1654297,233.08633501118095,51636.348514575366
1982.62,24.88,62.25,37988751,1070243,1654297,237.82923242305333,52687.057487782964
1966.33,24.88,62.34,37989280,1070243,1654297,236.53593147160703,52400.54846244731
1966.33,24.88,62.56,37983118,1069227,1654297,236.53593147160703,52400.54846244731
1960.9,24.88,62.62,37984410,1068945,1654114,236.10483115445828,52305.045454002095
1950.04,24.88,62.67,37976855,1068945,1652698,235.24263052016076,52114.039437111656
1977.19,24.88,62.6,37985821,1068481,1653625,237.39813210590458,52591.55447933775
2015.21,24.88,62.65,37991371,1068496,1653625,240.4166282491819,53260.25141876448
1988.05,24.88,62.79,37989557,1068027,1654284,238.2603327402021,52782.56049622818
1944.61,24.88,62.8,37983811,1066905,1654118,234.81153020301196,52018.53642866643
1971.76,24.88,62.8,37991601,1066648,1654493,236.9670317887558,52496.051470892526
1982.62,24.88,62.92,37987778,1066341,1654398,237.82923242305333,52687.057487782964
1993.48,24.89,63.05,37987778,1066304,1654937,238.68342435271202,52876.28931115895
1977.19,24.89,63.08,37994637,1066304,1656647,237.39016679480187,52589.789898929776
2020.64,24.89,63.15,37985716,1065305,1656541,240.83964751249346,53353.9642059499
1971.76,24.89,63.1,37990256,1065808,1655805,236.95908094216517,52494.290094853386
1998.91,24.89,63.19,37988707,1065808,1657232,239.11451020534872,52971.78911523535
1998.91,24.9,63.17,37986222,1065077,1656135,239.10648757457517,52970.011836620506
1998.91,24.9,63.27,37987002,1064555,1656790,239.10648757457517,52970.011836620506
1998.91,24.9,63.22,37987002,1064141,1656790,239.10648757457517,52970.011836620506
1998.91,24.9,63.22,37991200,1063556,1656628,239.10648757457517,52970.011836620506
2009.78,24.9,63.44,37992744,1062923,1656672,239.9694242227272,53161.18090497383
2004.34,24.91,63.3,37991019,1062820,1656972,239.52952240864917,53063.72807324589
2020.64,24.92,63.46,37982128,1062427,1656190,240.815407604333,53348.59426289565
2009.78,24.92,63.45,37983348,1062427,1656172,239.9533226744853,53157.613878375705
1993.48,24.92,63.53,37988689,1061779,1656802,238.65940146301966,52870.96744488815
2009.78,24.92,63.67,37984009,1061852,1656809,239.9533226744853,53157.613878375705
2004.34,24.92,63.76,37989380,1061396,1657048,239.52148639286733,53061.94782940808
1971.76,24.92,63.84,37985651,1060861,1657666,236.93523160332433,52489.006675848286
2004.34,24.92,63.84,37991843,1060861,1656697,239.52148639286733,53061.94782940808
2009.78,24.93,63.82,37983607,1059866,1658693,239.9452727106275,53155.83054457679
2026.07,24.93,63.91,37983607,1059432,1657185,241.2383567235084,53442.29151083009
1993.48,24.93,63.94,37980954,1059616,1656838,238.65139490768343,52869.19372751547
2020.64,24.93,63.99,37982211,1059374,1657044,240.8073287192148,53346.804522079
2042.36,24.93,64.09,37985048,1059881,1656437,242.53144073638924,53728.752477083384
2020.64,24.93,64.13,37979625,1059936,1657693,240.8073287192148,53346.804522079
2026.07,24.93,64.08,37987978,1060004,1657693,241.2383567235084,53442.29151083009
2031.5,24.93,64.18,37984344,1060004,1658545,241.66938472780203,53537.778499581196
2042.36,24.94,64.27,37980119,1059602,1658151,242.52330455467444,53726.95004317157
1998.91,24.94,64.23,37979344,1059361,1658151,239.0744024341713,52962.90391460546
2009.78,24.94,64.2,37979344,1058571,1657433,239.93722328687255,53154.047330428555
2031.5,24.94,64.4,37994847,1059062,1658570,241.66127746540715,53535.98247225724
2009.78,24.94,64.42,37982944,1058572,1659324,239.93722328687255,53154.047330428555
2020.64,24.94,64.42,37987167,1058444,1659092,240.7992503761399,53345.01490134291
2015.21,24.94,64.41,37976994,1057918,1657899,240.3682368315062,53249.53111588573
2020.64,24.95,64.45,37975883,1057762,1657899,240.79117257505385,53343.22540067531
2026.07,24.95,64.53,37978737,1058546,1658583,241.2221716609976,53438.70598305345
2004.34,24.95,64.48,37979126,1058447,1657637,239.4973815804159,53056.60781453093
2036.93,24.95,64.46,37981691,1058551,1658470,242.0841698328852,53629.66714780976
2020.64,24.95,64.5,37979655,1058188,1656594,240.79117257505385,53343.22540067531
1998.91,24.95,64.59,37976296,1058154,1656594,239.0663824944721,52961.12723215277
2036.93,24.94,64.59,37975269,1058079,1657608,242.0922910100408,53631.46625771441
2020.64,24.94,64.54,37980462,1058079,1657608,240.7992503761399,53345.01490134291
2053.22,24.94,64.6,37980081,1058079,1657608,243.38533164394178,53917.91761408592
2036.93,24.94,64.65,37980081,1058101,1658083,242.0922910100408,53631.46625771441
2036.93,24.94,64.7,37982063,1057927,1657868,242.0922910100408,53631.46625771441
2074.94,24.94,64.7,37982021,1057329,1659210,245.1093858224764,54299.85275591461
2009.78,24.94,64.75,37975880,1057178,1658487,239.93722328687255,53154.047330428555
2047.79,24.94,64.75,37978742,1057600,1658310,242.95431809930813,53822.43382862875
2042.36,24.94,64.57,37979946,1057113,1658313,242.52330455467444,53726.95004317157
2015.21,24.94,64.67,37972224,1057237,1657454,240.3682368315062,53249.53111588573
2064.08,24.94,64.64,37972678,1057287,1658419,244.2473587332091,54108.88518500027
2047.79,24.94,64.72,37974892,1057068,1657993,242.95431809930813,53822.43382862875
2026.07,24.95,64.75,37973796,1056800,1657447,241.2221716609976,53438.70598305345
2036.93,24.95,64.84,37973796,1056675,1657447,242.0841698328852,53629.66714780976
2069.51,24.95,64.79,37979819,1056802,1658871,244.67016434854798,54202.5506420787
2042.36,24.94,64.84,37979819,1056802,1658871,242.52330455467444,53726.95004317157
2031.5,24.95,64.84,37972743,1055938,1658871,241.65317074694138,53534.186565431606
2031.5,24.95,64.81,37972743,1055485,1658144,241.65317074694138,53534.186565431606
2042.36,24.95,64.99,37977168,1055742,1658144,242.51516891882895,53725.147730187906
2009.78,24.95,64.99,37978111,1056064,1659004,239.9291744031662,53152.264235918985
2042.36,24.95,64.99,37978111,1054816,1657716,242.51516891882895,53725.147730187906
2085.8,24.95,64.97,37971342,1054926,1658447,245.96316160637937,54488.99238921316
2064.08,24.95,65.05,37981429,1055180,1658447,244.2391652626042,54107.07005970054
2047.79,24.95,65.08,37975322,1054870,1658585,242.94616800477277,53820.62831256607
2042.36,24.95,65.1,37976741,1054947,1658841,242.51516891882895,53725.147730187906
2036.93,24.95,65.11,37975114,1054978,1658350,242.0841698328852,53629.66714780976
2036.93,24.95,65.12,37975114,1054978,1658350,242.0841698328852,53629.66714780976
2053.22,24.95,65.11,37966472,1054349,1658350,243.37716709071657,53916.10889494423
2042.36,24.95,65.1,37972788,1054823,1658535,242.51516891882895,53725.147730187906
2064.08,24.95,65.15,37971185,1054341,1657394,244.2391652626042,54107.07005970054
2047.79,24.95,65.18,37973011,1054379,1657999,242.94616800477277,53820.62831256607
2069.51,24.95,65.15,37978411,1054478,1658430,244.67016434854798,54202.5506420787
2047.79,24.95,65.19,37972597,1054919,1658975,242.94616800477277,53820.62831256607
2064.08,24.95,65.15,37967273,1054657,1658279,244.2391652626042,54107.07005970054
2053.22,24.94,65.12,37967602,1055312,1658119,243.38533164394178,53917.91761408592
2085.8,24.94,65.19,37976648,1055267,1658119,245.97141291174373,54490.82032682895
2042.36,24.94,65.22,37969832,1055938,1658382,242.52330455467444,53726.95004317157
2064.08,24.94,65.22,37969832,1054979,1657963,244.2473587332091,54108.88518500027
2058.65,24.94,65.09,37969832,1054455,1657963,243.8163451885754,54013.401399543094
2042.36,24.94,65.23,37969364,1054423,1657264,242.52330455467444,53726.95004317157
2047.79,24.94,65.25,37975739,1054589,1657725,242.95431809930813,53822.43382862875
2036.93,24.94,65.27,37975739,1054536,1658251,242.0922910100408,53631.46625771441
2064.08,24.94,65.15,37964900,1054305,1658324,244.2473587332091,54108.88518500027
2074.94,24.94,65.25,37969352,1053817,1657982,245.1093858224764,54299.85275591461
2004.34,24.93,65.27,37969686,1053659,1658717,239.5134509162707,53060.16770501767
2047.79,24.93,65.29,37969686,1053890,1658717,242.96246874068294,53824.2394658345
2074.94,24.94,65.26,37966712,1053890,1658717,245.1093858224764,54299.85275591461
2074.94,24.94,65.39,37966689,1053757,1657444,245.1093858224764,54299.85275591461
2058.65,24.93,65.41,37966689,1053533,1657403,243.8245247492702,54015.213443336695
2064.08,24.93,65.41,37969298,1053684,1657753,244.25555275356382,54110.7004320878
2069.51,24.93,65.45,37974217,1053928,1657591,244.68658075785746,54206.1874208389
2069.51,24.93,65.48,37966521,1053902,1658647,244.68658075785746,54206.1874208389
2074.94,24.93,65.58,37975859,1054257,1658953,245.1176087621511,54301.67440959
2080.37,24.93,65.58,37971193,1054257,1657928,245.54863676644473,54397.1613983411
2102.1,24.92,65.58,37966762,1053771,1657509,247.28183839488457,54781.1230035028
2058.65,24.92,65.58,37965153,1053771,1657481,243.8327048587998,54017.025608715405
2074.94,24.92,65.59,37968610,1053319,1658751,245.12583225357128,54303.4961854953
2069.51,24.92,65.59,37963664,1053835,1656555,244.69478978864743,54208.00599323533
2091.23,24.92,65.59,37963893,1054084,1657213,246.41895964834276,54589.966762275195
2064.08,24.92,65.51,37965812,1053761,1657499,244.2637473237236,54112.51580097537
2064.08,24.92,65.58,37965812,1054011,1657813,244.2637473237236,54112.51580097537
2096.67,24.92,65.68,37965812,1054180,1658075,246.85079592996075,54685.63281124283
2145.54,24.92,65.67,37965812,1054180,1656758,250.7301781142752,55545.044541582516
2058.65,24.92,65.62,37968894,1053523,1658029,243.8327048587998,54017.025608715405
2069.51,24.92,65.6,37966378,1053205,1658129,244.69478978864743,54208.00599323533
2047.79,24.92,65.63,37966378,1052958,1658129,242.97061992895212,53826.04522419547
2058.65,24.92,65.7,37964446,1052752,1657944,243.8327048587998,54017.025608715405
2074.94,24.92,65.69,37967326,1053103,1657538,245.12583225357128,54303.4961854953
2053.22,24.92,65.73,37961342,1053206,1657607,243.40166239387594,53921.53541645544
2069.51,24.92,65.64,37960748,1053437,1657607,244.69478978864743,54208.00599323533
2096.67,24.92,65.57,37960573,1053073,1657596,246.85079592996075,54685.63281124283
2074.94,24.92,65.62,37960573,1052918,1657596,245.12583225357128,54303.4961854953
2123.82,24.92,65.62,37969754,1053089,1658029,249.0060082545799,55163.08377254266
2058.65,24.91,65.62,37969463,1052562,1658024,243.84088551721953,54018.83789569148
2140.11,24.92,65.62,37961200,1052098,1658024,250.2991356493514,55449.554349322556
2085.8,24.92,65.62,37960497,1052144,1658024,245.98791718341894,54494.476570015235
2064.08,24.92,65.6,37960497,1051868,1656675,244.2637473237236,54112.51580097537
2053.22,24.92,65.6,37963147,1052356,1656675,243.40166239387594,53921.53541645544
2096.67,24.92,65.67,37966424,1053532,1658196,246.85079592996075,54685.63281124283
2031.5,24.92,65.64,37966875,1053300,1657926,241.67749253418063,53539.574647415575
2074.94,24.92,65.67,37967216,1052617,1657604,245.12583225357128,54303.4961854953
2064.08,24.92,65.67,37960323,1052437,1657584,244.2637473237236,54112.51580097537
2091.23,24.92,65.66,37965911,1052602,1657901,246.41895964834276,54589.966762275195
2140.11,24.92,65.66,37965911,1053110,1656742,250.2991356493514,55449.554349322556
2069.51,24.91,65.75,37965911,1052883,1657054,244.70299937026823,54209.82468765906
2091.23,24.91,65.75,37966381,1052278,1657926,246.42722707636563,54591.79827159421
2091.23,24.91,65.71,37966381,1052265,1658239,246.42722707636563,54591.79827159421
2042.36,24.91,65.71,37964209,1052220,1657143,242.54771473764646,53732.357707740106
2107.53,24.91,65.71,37960070,1051774,1656831,247.72119169926557,54878.45432215328
2058.65,24.91,65.72,37960725,1051767,1656988,243.84088551721953,54018.83789569148
2069.51,24.91,65.63,37960670,1051537,1657080,244.70299937026823,54209.82468765906
2091.23,24.91,65.68,37953915,1051434,1657037,246.42722707636563,54591.79827159421
2085.8,24.91,65.68,37961031,1051557,1656959,245.99617014984125,54496.30487561042
